,task_name
2473,prepare people for participation in religious ceremonies.
2474,"prepare plans of action for investment, using financial analyses."
2475,"prepare plans that outline operating procedures to be used in response to disasters or emergencies, such as hurricanes, nuclear accidents, and terrorist attacks, and in recovery from these events."
2476,"prepare plans, estimates, design and construction schedules, and contract specifications, including any special provisions."
2477,prepare project proposals.
2478,prepare project reports and other program or technical documentation.
2479,"prepare project status reports by collecting, analyzing, and summarizing information and trends."
2480,"prepare promotional plans, sales literature, media kits, and sales contracts, using computer."
2481,"prepare proposals, quotes, contracts, or presentations for potential solar customers."
2482,"prepare publications and exhibits, or review those prepared by others, to ensure their historical accuracy."
2483,prepare publications and reports containing research findings.
2484,"prepare real estate closing statements, using knowledge and expertise in real estate procedures."
2485,prepare reports and document project activities and data.
2486,"prepare reports of activities, evaluations, recommendations, or decisions."
2487,"prepare reports of findings and recommendations, using typewriters or computers."
2488,"prepare reports of findings, illustrating data graphically and translating complex findings into written text."
2489,prepare reports on logistics performance measures.
2490,prepare reports on non-destructive testing (ndt) results.
2491,prepare reports on students and activities as required by administration.
2492,"prepare reports or correspondence concerning project specifications, activities, or status."
2493,"prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures."
2494,prepare reports or presentations to communicate employee satisfaction or related data to management.
2495,prepare reports or recommendations on transportation planning.
2496,"prepare reports or recommendations, based upon research outcomes."
2497,"prepare reports outlining past and future programs, including content."
2498,"prepare reports regarding any problems encountered, such as accidents, signaling problems, unscheduled stops, or delays."
2499,prepare reports regarding market conditions and merchandise costs.
2500,prepare reports summarizing information or trends related to manufacturing performance.
2501,"prepare reports summarizing operational results, financial performance, or accomplishments of specified objectives, goals, or plans."
2502,prepare reports that detail investigation findings.
2503,"prepare reports to communicate information such as contamination test results, decontamination results, or decontamination procedures."
2504,prepare reports to provide answers in response to specific problems.
2505,"prepare reports to send to customers whose accounts are delinquent, and forward irreconcilable accounts for collector action."
2506,"prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations."
2507,"prepare reports, exhibits and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions."
2508,"prepare reports, including assignment of company funds or recording of department revenues."
2509,"prepare reports, manuscripts, and meeting presentations."
2510,"prepare reports, manuscripts, proposals, and technical manuals for use by other scientists and requestors, such as sponsors and customers."
2511,"prepare reports, sketches, working drawings, specifications, proposals, and budgets for proposed sites or systems."
2512,"prepare reports, such as organization and flow charts, and career path reports, to summarize job analysis and evaluation and compensation analysis information."
2513,prepare requests for proposals or statements of work.
2514,prepare requirements documentation for use by software developers.
2515,"prepare research results for publication in form of journals, books, manuals, and film."
2516,prepare responses to correspondence containing routine inquiries.
2517,"prepare responses to customer requests for information, such as product data, written regulatory affairs statements, surveys, or questionnaires."
2518,prepare results of experimental findings for presentation at professional conferences or in scientific journals.
2519,prepare sales presentations or proposals to explain product specifications or applications.
2520,"prepare sample layouts for approval, using computer software."
2521,"prepare scale drawings or architectural designs, using computer-aided design or other tools."
2522,"prepare scientific atmospheric or climate reports, articles, or texts."
2523,prepare settlement agreements for disputants to sign.
2524,"prepare shipping documentation, such as including bills of lading, packing lists, dock receipts, or certificates of origin."
2525,"prepare standard volumetric solutions or reagents to be combined with samples, following standardized formulas or experimental procedures."
2526,"prepare statistical reports, narrative reports, or graphic presentations of information, such as tumor registry data for use by hospital staff, researchers, or other users."
2527,prepare students for further education by encouraging them to explore learning opportunities and to persevere with challenging tasks.
2528,"prepare study reports, memoranda, briefs, testimonies, or other written materials to inform government or environmental groups on environmental issues such as climate change."
2529,"prepare study-related documentation such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, and progress reports."
2530,prepare support documentation and training materials for end users of document management systems.
2531,prepare system activity and performance reports.
2532,prepare tables and graphs to present clinical data or results.
2533,"prepare tables, graphs, fact sheets, and written reports summarizing research results."
2534,prepare technical reports and recommendations based upon research outcomes.
2535,"prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications."
2536,"prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using computer graphics."
2537,"prepare written and oral reports describing research results, using illustrations, maps, appendices, and other information."
2538,prepare written documents to establish contracts with or communicate financial recommendations to clients.
2539,prepare written opinions and decisions.
2540,prepare written opinions or decisions regarding cases.
2541,prepare written reports of investigation findings.
2542,prepare written reports on investigations.
2543,"prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards."
2544,"prepare, administer, and grade tests and assignments to evaluate students' progress."
2545,"prepare, administer, or grade tests or assignments to evaluate students' progress."
2546,"prepare, analyze, and verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning."
2547,"prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards."
2548,"prepare, maintain, and record records of inventories, receipts, purchases, or deliveries, using a variety of computer screen formats."
2549,"prepare, maintain, and review purchasing files, reports and price lists."
2550,"prepare, maintain, or update security procedures, security system drawings, or related documentation."
2551,"prepare, manipulate, and manage extensive databases."
2552,"prepare, review, or coordinate ongoing modifications to contract specifications or plans."
2553,"prepare, review, or maintain maintenance schedules, design documentation, or operational reports or charts."
2554,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work."
2555,"prescribe individualized exercise programs, specifying equipment such as treadmill, exercise bicycle, ergometers, or perceptual goggles."
2556,"prescribe medication dosages, routes, and frequencies based on patient characteristics such as age and gender."
2557,"prescribe medications based on efficacy, safety, and cost as legally authorized."
2558,"present and explain proposals, reports, or findings to clients."
2559,"present and make recommendations regarding course design, technology, and instruction delivery options."
2560,present clear and concise explanations of governing rules and regulations.
2561,present clients with information required to make informed health care and treatment decisions.
2562,"present data, maps, or other information at construction-related public hearings or meetings."
2563,present designs and reports to customers or design committees for approval and discuss need for modification.
2564,present drafts and ideas to clients.
2565,"present historical accounts in terms of individuals or social, ethnic, political, economic, or geographic groupings."
2566,"present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies."
2567,"present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies."
2568,"present information using a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures."
2569,"present investment information, such as product risks, fees, or fund performance statistics."
2570,"present lectures and conduct discussions to increase students' knowledge and competence using visual aids, such as graphs, charts, videotapes, and slides."
2571,"present menus to patrons and answer questions about menu items, making recommendations upon request."
2572,"present oral or written reports on general economic trends, individual corporations, and entire industries."
2573,"present project plans or designs to public stakeholders, such as government agencies or community groups."
2574,present research findings at national meetings or in peer-reviewed journals.
2575,present research findings at scientific conferences and in papers written for scientific journals.
2576,present research findings to groups of people.
2577,"present statistical and nonstatistical results using charts, bullets, and graphs in meetings or conferences to audiences such as clients, peers, and students."
2578,"present water resource proposals to government, public interest groups, or community groups."
2579,"preserve records, documents, and objects, copying records to film, videotape, audiotape, disk, or computer formats as necessary."
2580,"press and adjust controls to activate, set, and regulate equipment according to specifications."
2581,process all correspondence and paperwork related to accounts.
2582,process and prepare business or government forms.
2583,"process and prepare documents, such as business or government forms and expense reports."
2584,"process and prepare memos, correspondence, travel vouchers, or other documents."
2585,process and record new insurance policies and claims.
2586,process and review employment applications to evaluate qualifications or eligibility of applicants.
2587,"process and review environmental permits, licenses, or related materials."
2588,process blood or other fluid samples for further analysis by other medical professionals.
2589,"process claims against the municipality, maintaining files and log of claims, and coordinate claim response and handling with municipal claims administrators."
2590,"process clinical data, including receipt, entry, verification, or filing of information."
2591,"process data for analysis, using computers."
2592,"process large amounts of data for statistical modeling and graphic analysis, using computers."
2593,process print and non-print library materials to prepare them for inclusion in library collections.
2594,"process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers."
2595,"process, verify, and maintain personnel related documentation, including staffing, recruitment, training, grievances, performance evaluations, classifications, and employee leaves of absence."
2596,"procure, produce, and provide information on the safe operation of aircraft, such as flight planning publications, operations publications, charts and maps, and weather information."
2597,"produce detailed images or measurement of objects, using tools such as scanning tunneling microscopes or oscilloscopes."
2598,"produce documentation of the questionnaire development process, data collection methods, sampling designs, and decisions related to sample statistical weighting."
2599,"produce medical reports, correspondence, records, patient-care information, statistics, medical research, and administrative material."
2600,"produce pharmaceutically or industrially useful proteins, using recombinant dna technology."
2601,"produce reports or presentations that outline findings, explain risk positions, or recommend changes."
2602,produce rough and finished graphics and graphic designs.
2603,"produce up-to-the-minute information, using internal computer systems, to allow management to base decisions on actual, not historical, data."
2604,produce written summary reports of financial research results.
2605,"program complex robotic systems, such as vision systems."
2606,program computerized graphic effects.
2607,"program computers or electronic instruments, such as numerically controlled machine tools."
2608,program computers to operate machinery.
2609,program electronic equipment.
2610,"program, adjust, or configure inverters and controls for desired set points and operating modes."
2611,promote awareness or use of alternative or renewable energy sources.
2612,"promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising."
2613,"promote sales of properties through advertisements, open houses, and participation in multiple listing services."
2614,"promote the university by participating in community, state, and national events or meetings, and by developing partnerships with industry and secondary education institutions."
2615,"proofread, edit, and revise translated materials."
2616,propose logistics solutions for customers.
2617,"propose new or modified policies involving use of traditional and alternative fuels, transportation of goods, and other factors relating to climate and climate change."
2618,"propose product designs involving microelectromechanical systems (mems) technology, considering market data or customer requirements."
2619,protect and control proprietary materials.
2620,provide administrative or technical assistance to those receiving transportation-related grants.
2621,"provide administrative support for projects by collecting data, providing project documentation, training staff, or performing other general administrative duties."
2622,"provide advice and consultation on economic relationships to businesses, public and private agencies, and other employers."
2623,"provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation."
2624,provide advice on best practices and implementation for selection.
2625,"provide advice on project costs, design concepts, or design changes."
2626,"provide advice on transportation options, types of carriers, or shipping routes."
2627,provide advice or information to park or reserve visitors.
2628,"provide advice to clients on a contract basis, working as a consultant."
2629,provide aircrews with information and services needed for airfield management and flight planning.
2630,"provide analytical support for the design and development of training curricula, learning strategies, educational policies, or courseware standards."
2631,provide applicants with assistance in completing application forms such as those for job referrals or unemployment compensation claims.
2632,provide application or analytical support to researchers or traders on issues such as valuations or data.
2633,"provide assistance in dressing or changing seriously ill, injured, or disabled patients."
2634,provide assistance in the design of survey instruments such as questionnaires.
2635,"provide assistance or direction to other stockroom, warehouse, or storage yard workers."
2636,"provide assistance to faculty and staff in duties such as teaching classes, conducting orientation programs, issuing transcripts, and scheduling events."
2637,provide assistance to students in college writing centers.
2638,"provide assistance with the preparation of project-related reports, manuscripts, and presentations."
2639,"provide clear, detailed descriptions of web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware."
2640,"provide clients or family members with information about addiction issues and about available services or programs, making appropriate referrals when necessary."
2641,"provide clients with communication assistance, typing their correspondence or obtaining information for them."
2642,"provide clients with guidance and information about techniques for postural improvement and stretching, strengthening, relaxation, and rehabilitative exercises."
2643,"provide clinical instruction, supervision or training to staff in areas such as anesthesia practices."
2644,provide clinical services or health education to improve and maintain the oral health of patients or the general public.
2645,provide consultation and surgical assistance to other physicians and surgeons.
2646,provide consultation or training on topics such as mechatronics or automated control.
2647,"provide consultation or training to volunteers or staff on topics such as guest relations, patients' rights, and medical issues."
2648,"provide consultation to clients or other engineers on topics such as climate control systems, energy modeling, data logging, energy management control systems, lighting or daylighting design, sustainable design, and energy auditing."
2649,"provide consultation to organizations or agencies on the workplace application of safety principles, practices, or techniques."
2650,"provide consultation to parents, teachers, administrators, and others on topics such as learning styles and behavior modification techniques."
2651,"provide consultation, support, or education to groups such as parents and teachers."
2652,"provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning."
2653,provide consulting services to other physicians.
2654,"provide counseling to patient and family members by providing information, education, or reassurance."
2655,"provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative treatments."
2656,"provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion and employee benefits."
2657,"provide customer assistance and information, such as giving directions or handling wheelchairs."
2658,provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.
2659,"provide customer support and education, working with users to identify needs, determine sources of problems, or to provide information on product use."
2660,"provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations."
2661,provide customers with information about casino operations.
2662,"provide customers with information about the uses, effects, or interactions of drugs."
2663,"provide customers with information on routes, gates, prices, timetables, terminals, or concourses."
2664,"provide customers with information such as quotes, orders, sales, shipping, warranties, credit, funding options, incentives, or tax rebates."
2665,"provide customers with travel suggestions and information sources, such as guides, directories, brochures, and maps."
2666,provide detailed port information to importers or exporters.
2667,"provide dietitians with assistance researching food, nutrition, or food service systems."
2668,"provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing."
2669,provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.
2670,provide directions and respond to passenger inquiries.
2671,"provide documentation and information to account for delays, difficulties, or changes to cost estimates."
2672,"provide educational information about physical therapy or physical therapists, injury prevention, ergonomics, or ways to promote health."
2673,"provide educational programs on topics such as classroom management, teaching strategies, or parenting skills."
2674,provide emergency medical instructions to callers.
2675,provide employees with guidance in handling difficult or complex problems or in resolving escalated complaints or disputes.
2676,"provide expertise in the design, management and evaluation of study protocols and health status questionnaires, sample selection and analysis."
2677,provide feedback and recommendations to developers on software usability and functionality.
2678,provide feedback to health service providers regarding improving service accessibility or acceptability.
2679,"provide feedback to students using positive reinforcement techniques to encourage, motivate, or build confidence in students."
2680,provide formal and informal education to other staff members.
2681,provide guidance to agencies and organizations on assessment of health education needs and on development and delivery of health education programs.
2682,provide guidelines for implementing secure systems to customers or installation teams.
2683,provide human factors technical expertise on topics such as advanced user-interface technology development or the role of human users in automated or autonomous sub-systems in advanced vehicle systems.
2684,provide individual support or counseling in general wellness or nutrition.
2685,"provide information about establishment, such as location of departments or offices, employees within the organization, or services provided."
2686,"provide information about facilities, entertainment options, and rules and regulations."
2687,"provide information about local features, such as shopping, dining, nightlife, or recreational destinations."
2688,"provide information about potential health hazards and possible interventions to the media, the public, other health care professionals, or local, state, and federal health authorities."
2689,"provide information about rental items, such as availability, operation, or description."
2690,"provide information about the physical and emotional processes involved in the pregnancy, labor, birth, and postpartum periods."
2691,"provide information about wildlife varieties and habitats, as well as any relevant regulations, such as those pertaining to hunting and fishing."
2692,"provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage."
2693,"provide information and advice to the public regarding the selection, purchase, and care of products."
2694,provide information for teachers and staff members involved in helping students or graduates identify and pursue employment opportunities.
2695,provide information from the institution's holdings to other curators and to the public.
2696,"provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition."
2697,"provide information or recommendations to farmers or other landowners regarding ways in which they can best use land, promote plant growth, or avoid or correct problems such as erosion."
2698,"provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety."
2699,provide information regarding the judicial system or other legal issues through the media and public speeches.
2700,"provide information to employees and managers on payroll matters, tax issues, benefit plans, and collective agreement provisions."
2701,provide information to the public by leading workshops and training programs and by developing educational materials.
2702,"provide information to the public regarding trees, such as advice on tree care."
2703,"provide information, guidance, and preparation for the general equivalency diploma (ged) examination."
2704,"provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development."
2705,"provide instructions to clients on how to obtain help with legal, financial, and other personal issues."
2706,provide instructors with assistance in the use of audiovisual equipment.
2707,"provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues."
2708,"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans."
2709,provide or coordinate troubleshooting support for data warehouses.
2710,provide patients or caregivers with assistance in locating health care resources.
2711,"provide patients with direct family planning services such as inserting intrauterine devices, dispensing oral contraceptives, and fitting cervical barriers including cervical caps or diaphragms."
2712,"provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability."
2713,provide postoperative instructions prescribed by dentist.
2714,"provide primary health care, including pregnancy and childbirth, to women."
2715,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests."
2716,provide professional consulting services to government or industry.
2717,"provide professional consulting services to government, educational institutions, or industry."
2718,"provide program information to the public by preparing and presenting press releases, conducting media campaigns, or maintaining program-related web sites."
2719,provide psychological or administrative services and advice to private firms and community agencies regarding mental health programs or individual cases.
2720,"provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods."
2721,provide reference services and assistance for users needing archival materials.
2722,"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products."
2723,provide requested information on students' progress and the development of case plans.
2724,provide road information to assist motorists.
2725,"provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems."
2726,provide special services such as investment banking for clients with more specialized needs.
2727,"provide staff and users with assistance solving computer related problems, such as malfunctions and program problems."
2728,provide staff with assistance in performing difficult or complicated duties.
2729,"provide statistical and computational tools for biologically based activities such as genetic analysis, measurement of gene expression, and gene function determination."
2730,provide statistical modeling advice to other departments.
2731,"provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs."
2732,"provide support and information to functional areas such as marketing, clinical monitoring, and medical affairs."
2733,provide system design and integration recommendations.
2734,"provide technical advice on the use of current instructional technologies, including computer-based training, desktop videoconferencing, multimedia, and distance learning technologies."
2735,"provide technical advice to industrial or managerial personnel regarding design, construction, or program modifications or structural repairs."
2736,"provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment."
2737,"provide technical assistance in resolving electrical engineering problems encountered before, during, or after construction."
2738,"provide technical assistance to installers, technicians, or other solar professionals in areas such as solar electric systems, solar thermal systems, electrical systems, and mechanical systems."
2739,provide technical customer service.
2740,provide technical expertise in geographic information systems (gis) technology to clients or users.
2741,provide technical expertise or support related to manufacturing.
2742,provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.
2743,provide technical guidance or support for the development or troubleshooting of systems.
2744,"provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use."
2745,"provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers."
2746,"provide technical information about test results to physicians, family members, or researchers."
2747,provide technical or administrative support for sustainability programs or issues.
2748,provide technical support during software installation or configuration.
2749,provide technical support for computer-based geographic information systems (gis) mapping software.
2750,"provide technical support for existing reports, dashboards, or other tools."
2751,provide technical support for robotic systems.
2752,provide technical support or assistance to chemists or engineers.
2753,provide technical support or instruction to staff or customers regarding electronics equipment standards.
2754,provide technical support to clients in the implementation of designed instruction or in task analyses and instructional systems design.
2755,provide technical support to junior staff or clients.
2756,"provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation."
2757,"provide technical support to users or clients regarding the maintenance, development, or operation of geographic information systems (gis) databases, equipment, or applications."
2758,"provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency."
2759,provide training and supervision in therapy techniques and objectives for students or nurses and other medical staff.
2760,"provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours."
2761,"provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements."
2762,provide user support by diagnosing network and device problems and implementing technical or procedural solutions.
2763,provide users with technical support for computer problems.
2764,"provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners."
2765,"provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, and breastfeeding."
2766,"publicize programs through sources such as newsletters, bulletins, or mailings."
2767,"publish educational information for other pharmacists, doctors, or patients."
2768,publish engineering reports documenting design details or qualification test results.
2769,purchase new or used items from online or physical sources for resale via retail or auction web site.
2770,"purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies."
2771,"quote prices, credit terms, or other bid specifications."
2772,"read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution."
2773,"read and analyze specifications, schedules, logs, test results, and laboratory recommendations to determine how to set equipment controls to produce the required qualities and quantities of products."
2774,read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.
2775,read and interpret assembly blueprints or specifications manuals and plan assembly or building operations.
2776,"read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials required."
2777,"read and interpret blueprints, schematics, work specifications, drawings, or charts."
2778,"read and interpret blueprints, technical drawings, schematics, or computer-generated reports."
2779,"read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals."
2780,"read and interpret maintenance manuals, service bulletins, and other specifications to determine the feasibility and method of repairing or replacing malfunctioning or damaged components."
2781,read and interpret maps to determine vehicle routes.
2782,"read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions."
2783,read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.
2784,"read blueprints or other specifications to determine methods of installation, work procedures, or material or tool requirements."
2785,"read blueprints, illustrations, or specifications to determine layouts, sequences of operations, or identities or relationships of parts."
2786,"read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly."
2787,"read blueprints, wiring diagrams, schematic drawings, or engineering instructions for assembling electronics units, applying knowledge of electronic theory and components."
2788,read corporate reports and calculate ratios to determine best prospects for profit on stock purchases.
2789,"read current literature, attend meetings or conferences, and talk with colleagues to keep abreast of methodological or conceptual developments in fields such as biostatistics, pharmacology, life sciences, and social sciences."
2790,"read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in genetics."
2791,"read current scientific or trade literature to stay abreast of scientific, industrial, or technological advances."
2792,read documents on pleadings and motions to ascertain facts and issues.
2793,"read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions."
2794,"read from sacred texts such as the bible, torah, or koran."
2795,"read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props."
2796,read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.
2797,"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements."
2798,read maps and follow written and verbal geographic directions.
2799,"read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location."
2800,read prepared scripts describing acts or tricks presented during performances.
2801,read prescriptions or specifications and examine models or impressions to determine the design of dental products to be constructed.
2802,read prescriptions or specifications to determine the type of product or device to be fabricated and the materials and tools that will be required.
2803,"read production and delivery schedules, and confer with supervisors, to determine sorting and transfer procedures, arrangement of packages on pallets, and destinations of loaded pallets."
2804,"read proof sheets aloud, calling out punctuation marks and spelling unusual words and proper names."
2805,"read publications, attend showings, and study competing products and design styles and motifs to obtain perspective and generate design concepts."
2806,read scripts and confer with producers to determine the types and numbers of performers required for a given production.
2807,read scripts and consult directors and other production staff to develop design concepts and plan productions.
2808,"read scripts in order to determine location, set, and design requirements."
2809,read service guides to find information needed to perform repairs.
2810,"read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners."
2811,"read specifications, blueprints, and work orders to determine setups, temperatures, and time settings required to mold, form, or cast plastic materials, as well as to plan production sequences."
2812,"read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments."
2813,"read specifications, such as blueprints, to determine construction requirements or to plan procedures."
2814,read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.
2815,"read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support."
2816,"read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning."
2817,"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages."
2818,"read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication."
2819,"receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone."
2820,"receive payment by cash, check, credit cards, vouchers, or automatic debits."
2821,receive payment or obtain credit authorization.
2822,"receive, record, and authorize requests for disbursements in accordance with company policies and procedures."
2823,"receive, relay, and act upon instructions and inquiries from train operations and customer service center personnel."
2824,"recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit."
2825,"recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions."
2826,"recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance."
2827,"recommend and implement measures to improve worker motivation, equipment performance, work methods, or customer services."
2828,recommend and provide advice on a wide variety of products and services.
2829,"recommend approval, denial, or conditional approval of proposals."
2830,recommend assistive devices according to patients' needs or nature of impairments.
2831,recommend changes that could improve service and increase operational efficiency.
2832,"recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs."
2833,"recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes."
2834,recommend design modifications to eliminate machine or system malfunctions.
2835,"recommend educational materials or resources to clients on matters such as financial planning, budgeting, or credit."
2836,"recommend financial products, such as stocks, bonds, mutual funds, or insurance."
2837,recommend improvements in security systems or procedures.
2838,recommend improvements to existing or planned logistics processes.
2839,"recommend instructional methods, such as individual or group instruction, self-study, lectures, demonstrations, simulation exercises, and role-playing, appropriate for content and learner characteristics."
2840,"recommend investments and investment timing to companies, investment firm staff, or the public."
2841,recommend merchandise or services that will meet customers' needs.
2842,"recommend methods for improving utilization of personnel, material, and utilities."
2843,recommend methods to increase lifestyle physical activity.
2844,recommend methods to reduce potential financial fraud losses.
2845,"recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products."
2846,recommend new equipment or software packages.
2847,recommend new systems and processes to improve operations.
2848,"recommend or implement methods to monitor, evaluate, or enable resolution of safety, operations, or compliance interruptions."
2849,"recommend personnel actions related to disciplinary procedures, performance, leaves of absence, and grievances."
2850,"recommend preservation procedures, such as control of temperature and humidity, to curatorial and building staff."
2851,"recommend preventive measures to be taken in the handling of nuclear technology, based on data obtained from operations monitoring or from evaluation of test results."
2852,recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.
2853,"recommend products to customers, based on customers' needs and interests."
2854,"recommend purchase of new or improved technology, such as automated systems."
2855,recommend purchase of storage equipment and design area layout to locate equipment in space available.
2856,"recommend special diets to improve athletes' health, increase their stamina, or alter their weight."
2857,"recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans."
2858,recommend the use of vitamin and mineral supplements to enhance the health of patients and children.
2859,"recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals."
2860,recommend treatment and prevention methods for pest problems to clients.
2861,"recommend, select, and help locate or obtain merchandise based on customer needs and desires."
2862,reconcile records of bank transactions.
2863,"record and compile operating data, instrument readings, documentation, and results of laboratory analyses."
