,task_name
2833,"represent their parties in negotiations with political executives or members of other parties, and when speaking with the media."
2834,"research and analyze customer design proposals, specifications, manuals, or other data to evaluate the feasibility, cost, or maintenance requirements of designs or applications."
2835,"research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions."
2836,research and analyze member or community needs to determine program directions and goals.
2837,"research and analyze reference materials, and consult with interested parties in order to develop new products or modify existing designs."
2838,research and control animal selection and breeding practices to increase production efficiency and improve animal quality.
2839,research and evaluate emerging instructional technologies or methods.
2840,research and identify potential customers for products or services.
2841,"research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives."
2842,research and record the origins and historical significance of archival materials.
2843,research case law or outcomes of previous case hearings.
2844,"research computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control."
2845,"research craft trends, venues, and customer buying patterns to inspire designs and marketing strategies."
2846,"research current trends and new technology, such as printing production techniques, computer software, and design trends."
2847,research diseases to which animals could be susceptible.
2848,"research environmental sustainability issues, concerns, or stakeholder interests."
2849,research hardware or software products to meet technical networking or security needs.
2850,research how characteristics of plants or animals are carried through successive generations.
2851,research information in the municipal archives upon request of public officials or private citizens.
2852,research information requested by farmers.
2853,"research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court."
2854,"research laws, regulations, policies, or precedent decisions to prepare for hearings."
2855,research legal issues and write opinions on the issues.
2856,research new financial products or analytics to determine their usefulness.
2857,research new software or design concepts.
2858,"research new technologies by attending seminars, reading trade articles, or taking classes, and implement or recommend the implementation of new technologies."
2859,"research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models."
2860,"research or implement green automotive technologies involving alternative fuels, electric or hybrid cars, or lighter or more fuel-efficient vehicles."
2861,"research or recommend textbooks, software, equipment, or other learning materials to complement tutoring."
2862,"research or review regulatory, technical, or market issues related to sustainability."
2863,"research particular roles to find out more about a character, or the time and place in which a piece is set."
2864,"research policies, practices, or procedures for climate or environmental management."
2865,"research production specifications, costs, production materials and manufacturing methods and provide cost estimates and itemized production requirements."
2866,"research production topics using the internet, video archives, and other informational sources."
2867,"research reference materials, analyze production data, and consult with interested parties to develop ideas for new products."
2868,"research technical requirements or environmental impacts of urban green spaces, such as green roof installations."
2869,"research the chemical effects of substances, such as drugs, serums, hormones, or food, on tissues or vital processes."
2870,"research the history of a particular country or region, or of a specific time period."
2871,"research use of bacteria and microorganisms to develop vitamins, antibiotics, amino acids, grain alcohol, sugars, and polymers."
2872,"research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects."
2873,"research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies."
2874,"research, document, rate, or select alternatives for web architecture or technologies."
2875,"research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems."
2876,"research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication."
2877,"resolve any problems with itineraries, service, or accommodations."
2878,resolve customer complaints or answer customers' questions regarding policies and procedures.
2879,resolve customer complaints regarding food service.
2880,resolve customer complaints regarding problems such as payout errors.
2881,resolve customer complaints regarding sales and service.
2882,resolve customer complaints regarding worker performance or services rendered.
2883,resolve customer complaints.
2884,"resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills."
2885,resolve discrepancies in accounting records.
2886,"resolve garbled or indecipherable messages, using cryptographic procedures and equipment."
2887,"resolve or clarify codes or diagnoses with conflicting, missing, or unclear information by consulting with doctors or others or by participating in the coding team's regular meetings."
2888,"resolve problems concerning transportation, logistics systems, imports or exports, or customer issues."
2889,resolve questions or problems with customs officials.
2890,"respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters."
2891,"respond to customer complaints, taking action as necessary."
2892,respond to customer inquiries or complaints.
2893,"respond to customer, public, or media requests for information about wellness programs or services."
2894,respond to general inquiries or requests from the public.
2895,"respond to internal and external requests for the release of information contained in medical records, copying medical records, and selective extracts in accordance with laws and regulations."
2896,"respond to passengers' questions, requests, or complaints."
2897,respond to program error messages by finding and correcting problems or terminating the program.
2898,respond to questions from judicial officers or court staff on general legal issues.
2899,"respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities."
2900,respond to requests for information about employers' activities or status.
2901,respond to requests for information from the media or designate an appropriate spokesperson or information source.
2902,"respond to requests for information from the public, other municipalities, state officials, or state and federal legislative offices."
2903,"respond to user email inquiries, or set up automated systems to send responses."
2904,retrieve information from central databases for storage in a library's computer.
2905,"retrieve patient medical records for physicians, technicians, or other medical personnel."
2906,"retrieve, separate and sort program output as needed, and send data to specified users."
2907,return assignments to students in accordance with established deadlines.
2908,return borrowed or rented items when productions are complete and return other items to storage.
2909,"review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products."
2910,review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.
2911,"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes."
2912,"review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups."
2913,"review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact."
2914,"review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed."
2915,review and approve proofs submitted by composing room prior to publication production.
2916,"review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology."
2917,review and evaluate clients' progress in relation to measurable goals described in treatment and care plans.
2918,review and evaluate employee performance.
2919,"review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources."
2920,"review and evaluate new and current programs to determine their efficiency, effectiveness, and compliance with state, local, and federal regulations and recommend any necessary modifications."
2921,"review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance."
2922,"review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations."
2923,review and revise sustainability proposals or policies.
2924,"review and verify data, such as age, name, address, and principal sum and value of property on insurance applications and policies."
2925,"review applications for site plans and permits and recommend approval, denial, modification, or further investigative action."
2926,review assembled films or edited videotapes on screens or monitors to determine if corrections are necessary.
2927,"review blueprints, building codes, or specifications to determine work details or procedures."
2928,review books and journal articles for potential publication.
2929,"review catalogs, industry periodicals, directories, trade journals, and internet sites and consult with other department personnel to locate necessary goods and services."
2930,"review changes to financial, family, or employment situations to determine whether changes to existing debt management plans, spending plans, or budgets are needed."
2931,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments."
2932,review clinical protocols to ensure collection of data needed for regulatory submissions.
2933,review collection reports to determine the status of collections and the amounts of outstanding balances.
2934,"review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief."
2935,review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.
2936,"review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures."
2937,"review development plans for transportation system effects, infrastructure requirements, or compliance with applicable transportation regulations."
2938,"review documents such as purchase orders, sales tickets, charge slips, or hospital records to compute fees or charges due."
2939,review employment applications and job orders to match applicants with job requirements.
2940,"review event bills for accuracy, and approve payment."
2941,"review existing electrical engineering criteria to identify necessary revisions, deletions, or amendments to outdated material."
2942,review existing policies or legislation to identify environmental impacts.
2943,review facts of incidents to determine if criminal act or statute violations were involved.
2944,"review files, records, and other documents to obtain information to respond to requests."
2945,"review financial periodicals, stock and bond reports, business publications, or other material to identify potential investments for clients or to keep abreast of trends affecting market conditions."
2946,"review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements."
2947,"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement."
2948,review footage sequence by sequence to become familiar with it before assembling it into a final product.
2949,"review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities."
2950,review grant applications or make funding recommendations.
2951,"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination."
2952,review insurance policy terms to determine whether a particular loss is covered by insurance.
2953,review insurance policy to determine coverage.
2954,review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.
2955,review manuscripts for publication in books and professional journals.
2956,"review operating practices and procedures to determine whether improvements can be made in areas such as workflow, reporting procedures, or expenditures."
2957,review operational records and reports to project sales and determine profitability.
2958,"review or approve designs, calculations, or cost estimates."
2959,review or transmit images and information using picture archiving or communications systems.
2960,"review or update web page content or links in a timely manner, using appropriate tools."
2961,review papers for colleagues and scientific journals.
2962,review papers for publication in journals.
2963,"review papers or serve on editorial boards for scientific journals, and review grant proposals for federal agencies."
2964,"review papers or serve on editorial boards for scientific journals, and review grant proposals for various agencies."
2965,"review performer information, such as photos, resumes, voice tapes, videos, and union membership, to decide whom to audition for parts."
2966,"review plans for new construction with clients, enumerating and recommending available options and features."
2967,"review prescription, diagnosis, patient chart, and identification."
2968,review procedures in database management system manuals for making changes to database.
2969,"review project activities and prepare and review research, testing, or operational reports."
2970,review project plans to plan and coordinate project activity.
2971,"review property listings, trade journals, and relevant literature, and attend conventions, seminars, and staff and association meetings to remain knowledgeable about real estate markets."
2972,"review proposed study protocols to evaluate factors such as sample collection processes, data management plans, and potential subject risks."
2973,"review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding."
2974,"review records for completeness, accuracy, and compliance with regulations."
2975,review reports of securities transactions or price lists to analyze market conditions.
2976,review reports of suspected fraud to determine need for further investigation.
2977,"review research literature to maintain knowledge on topics related to industrial ecology, such as physical science, technology, economy, and public policy."
2978,review research literature to remain current on psychological science issues.
2979,"review research or literature in art therapy, psychology, or related disciplines."
2980,"review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues."
2981,review scientific proposals and research papers.
2982,"review scripts or other production information to determine a story's locale or period, as well as the number of characters and required costumes."
2983,review sets of photographs to select the best work.
2984,"review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks."
2985,review subject matter of materials to be classified and select classification numbers and headings according to classification systems.
2986,"review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions."
2987,"review work orders, blueprints, specifications, or job samples to determine components, settings, and adjustments for cutting and slicing machines."
2988,"review written, audio, or video copy and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines."
2989,"review, approve, or interpret genetic laboratory results."
2990,"review, classify, and record survey data in preparation for computer analysis."
2991,"revise existing marketing plans or campaigns for green products, technologies, or services."
2992,"revise programs or tapes to eliminate errors, and retest programs to check that problems have been solved."
2993,revise work to meet editorial approval or to fit time or space requirements.
2994,"revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers."
2995,"rewrite original musical scores in different musical styles by changing rhythms, harmonies, or tempos."
2996,"route or reroute drivers in real time with remote route navigation software, satellite linkup systems, or global positioning systems (gps) to improve operational efficiencies."
2997,"sample and test air to identify gasses, such as bromine, ozone, or sulfur dioxide, or particulates, such as mold, dust, or allergens."
2998,scan or read incoming materials to determine how and where they should be classified or filed.
2999,schedule and conduct closings of mortgage transactions.
3000,"schedule and confirm appointments for clients, customers, or supervisors."
3001,schedule and facilitate meetings related to information technology projects.
3002,schedule appointments and maintain and update appointment calendars.
3003,"schedule events and organize details, including refreshment, entertainment, decorations, and the collection of any fees."
3004,schedule space or equipment for special programs and prepare lists of participants.
3005,"script, plan, and create animated narrative sequences under tight deadlines, using computer software and hand drawing techniques."
3006,"search electronic sources, such as databases or repositories, or manual sources for information."
3007,"search for specific sets of stored, typed characters to make changes."
3008,search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.
3009,"search standard reference materials, including online sources and the internet, to answer patrons' reference questions."
3010,seek and provide information to help companies determine their position in the marketplace.
3011,seek new ways to improve efficiency and increase profits.
3012,seek out and learn new music suitable for live performance or recording.
3013,"select and assemble books, materials, supplies, and equipment for training, courses, or projects."
3014,"select and edit documents for publication and display, applying knowledge of subject, literary expression, and presentation techniques."
3015,select and obtain materials and supplies such as textbooks.
3016,"select and purchase seeds, plant nutrients, disease control chemicals, and garden and lawn care equipment."
3017,"select and use laboratory, operational, or diagnostic techniques or test equipment to assess electromechanical circuits, equipment, processes, systems, or subsystems."
3018,select appropriate curricula or class structures for educational programs.
3019,select cartographic elements needed for effective presentation of information.
3020,"select digital images for printing, specify number of images to be printed, and direct to printer, using computer software."
3021,"select material most pertinent to presentation, and organize this material into appropriate formats."
3022,"select or assist customers in selecting products based on customer needs, product specifications, and applicable regulations."
3023,select or direct the execution of trades.
3024,select or prepare speech-language instructional materials.
3025,select performers for roles or submit lists of suitable performers to producers or directors for final selection.
3026,"select photographs, drawings, sketches, diagrams, and charts to illustrate material."
3027,select plays or scripts for production and determine how material should be interpreted and performed.
3028,"select plays, scripts, books, or ideas to be produced."
3029,"select program content, in conjunction with producers and assistants, based on factors such as program specialties, audience tastes, or requests from the public."
3030,"select programming languages, design tools, or applications."
3031,"select qualified job applicants or refer them to managers, making hiring recommendations when appropriate."
3032,select statistical tests for analyzing data.
3033,"select the most suitable cleaning materials for different types of linens, furniture, flooring, and surfaces."
3034,"select themes, lighting, colors, or props to be used."
3035,"select, acquire, and maintain programs, music, films, and other needed materials and obtain legal clearances for their use as necessary."
3036,"select, order, and issue books, materials, and supplies for courses or projects."
3037,"sell services or equipment, such as trusts, investments, or check processing services."
3038,"send, receive, and interpret coded messages."
3039,"serve as a confidential point of contact for employees to communicate with management, seek clarification on issues or dilemmas, or report irregularities."
3040,serve as a liaison between the university and other governmental and educational agencies.
3041,serve as an offsite teleradiologist for facilities that do not have on-site radiologists.
3042,"serve as liaisons between organizations, shareholders, and outside organizations."
3043,"serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues."
3044,set labeling standards and approve labels for meat or poultry products.
3045,set prices or credit terms for goods or services based on forecasts of customer demand.
3046,set up and adjust machines and equipment.
3047,"set up and conduct chemical experiments, tests, and analyses, using techniques such as chromatography, spectroscopy, physical or chemical separation techniques, or microscopy."
3048,"set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes."
3049,"set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems."
3050,set up appointments for parties to meet for mediation.
3051,"set up database clusters, backup, or recovery processes."
3052,"set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software."
3053,"set up mechanical, hydraulic, or electric test equipment in accordance with engineering specifications, standards, or test procedures."
3054,"set up, adjust, and operate audio-visual equipment, such as cameras, film and slide projectors, and recording equipment, for meetings, events, classes, seminars, and video conferences."
3055,"set up, adjust, calibrate, clean, maintain, and troubleshoot laboratory and field equipment."
3056,"share information about religious issues by writing articles, giving speeches, or teaching."
3057,share research findings by writing scientific articles or by making presentations at scientific conferences.
3058,shop for or order food and kitchen supplies and equipment.
3059,show and explain orthopedic and prosthetic appliances to healthcare workers.
3060,"simulate or model fuel cell, motor, or other system information, using simulation software programs."
3061,"sketch rough and detailed drawings of apparel or accessories, and write specifications such as color schemes, construction, material types, and accessory requirements."
3062,solicit and compile listings of available rental properties.
3063,"solicit cash or in-kind donations or sponsorships from individual, business, or government donors."
3064,"sort and file correspondence and perform miscellaneous clerical duties, such as answering correspondence and writing reports."
3065,speak foreign languages to communicate with foreign visitors.
3066,"speak to various groups, organizations, and clubs to promote the aims and activities of historical societies."
3067,"specialize in an area of history or technology, researching topics or items relevant to collections to determine what should be retained or acquired."
3068,specify inputs accessed by the system and plan the distribution and use of the results.
3069,specify power supply requirements and configuration.
3070,specify users and user access levels for each segment of database.
3071,"sponsor extracurricular activities such as clubs, student organizations, and academic contests."
3072,"stack cargo in locations such as transit sheds or in holds of ships as directed, using pallets or cargo boards."
3073,"standardize drug dosages, methods of immunization, and procedures for manufacture of drugs and medicinal compounds."
3074,"stay abreast of changes in import or export laws or regulations by reading current literature, attending meetings or conferences, or conferring with colleagues."
3075,"stay abreast of latest industry trends, products, research, and treatments."
3076,stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.
3077,stay informed of the latest styles and hair care techniques.
3078,stay up-to-date on new regulations and current events regarding food science by reviewing scientific literature.
3079,store food in designated containers and storage areas to prevent spoilage.
3080,"store, retrieve, and manipulate data for analysis of system capabilities and requirements."
3081,"structure or negotiate deals, such as corporate mergers, sales, or acquisitions."
3082,study and analyze information about alternative courses of action to determine which plan will offer the best outcomes.
3083,"study and document quantities, distribution, disposition, and development of underground and surface waters."
3084,"study and interpret religious laws, doctrines, or traditions."
3085,"study and rehearse roles from scripts to interpret, learn and memorize lines, stunts, and cues as directed."
3086,study and research scripts to determine how they should be directed.
3087,study animal and human health and physiological processes.
3088,"study aquatic plants and animals and environmental conditions affecting them, such as radioactivity or pollution."
3089,study archival collections of primary historical sources to help explain the origins and development of cultural patterns.
3090,"study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and function."
3091,study blueprints and examine surface to be covered to determine amount of material needed.
3092,"study blueprints, design specifications, or manufacturers' recommendations to ascertain the configuration of heating or cooling equipment components and to ensure the proper installation of components."
3093,"study celestial phenomena, using a variety of ground-based and space-borne telescopes and scientific instruments."
3094,"study characteristics of animals, such as origin, interrelationships, classification, life histories and diseases, development, genetics, and distribution."
3095,study communication code languages or foreign languages to translate intelligence.
3096,"study consumers' reactions to new products and package designs, and to advertising efforts, using surveys and tests."
3097,"study diagnostic records, such as medical or dental histories, plaster models of the teeth, photos of a patient's face and teeth, and x-rays, to develop patient treatment plans."
3098,study different techniques to learn how to apply them to artistic endeavors.
3099,study documentation or other information for new scientific or technical products.
3100,"study economic and statistical data in area of specialization, such as finance, labor, or agriculture."
3101,"study effects of various methods of processing, preserving, or packaging on composition or properties of foods."
3102,study films or scripts to determine how musical scores can be used to create desired effects or moods.
3103,"study machining instructions, job orders, or blueprints to determine dimensional or finish specifications, sequences of operations, setups, or tooling requirements."
3104,"study methods to improve aspects of foods, such as chemical composition, flavor, color, texture, nutritional value, and convenience."
3105,study nutritional requirements of animals and nutritive values of animal feed materials.
3106,"study object documentation or conduct standard chemical and physical tests to ascertain the object's age, composition, original appearance, need for treatment or restoration, and appropriate preservation method."
3107,"study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance."
3108,study original pieces of music to become familiar with them prior to making any changes.
3109,"study physical principles of living cells or organisms and their electrical or mechanical energy, applying methods and knowledge of mathematics, physics, chemistry, or biology."
3110,"study production information, such as character descriptions, period settings, and situations in order to determine makeup requirements."
3111,"study public water supply issues, including flood and drought risks, water quality, wastewater, and impacts on wetland habitats."
3112,"study reactions of plants, animals, and marine species to parasites."
3113,study scripts to become familiar with production concepts and requirements.
3114,"study specifications in blueprints, sketches, or building plans to prepare project layout and determine dimensions and materials required."
3115,"study the chemistry of living processes, such as cell development, breathing and digestion, or living energy changes, such as growth, aging, or death."
3116,"study the economic, political, and cultural characteristics of a specific region's population."
3117,study the mutations in organisms that lead to cancer or other diseases.
3118,"study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services."
3119,study the structure and composition of food or the changes foods undergo in storage and processing.
3120,"study the structure and function of human, animal and plant tissues, cells, pathogens and toxins."
3121,"study work order requests to determine type of service, such as lighting or power, demanded by installation."
3122,"study, examine, and test acquisitions to authenticate their origin, composition, history, and to assess their current value."
3123,"subcontract fabrication, installation, and arrangement of carpeting, fixtures, accessories, draperies, paint and wall coverings, art work, furniture, and related items."
3124,"submit preliminary or finished artwork or project plans to clients for approval, incorporating changes as necessary."
3125,"suggest and check alternate spellings, locations, or listing formats to customers lacking details or complete information."
3126,suggest best methods of packaging or labeling products.
3127,suggest specific product purchases to meet customers' needs.
3128,suggest treatments to alleviate hair problems.
3129,summarize budgets and submit recommendations for the approval or disapproval of funds requests.
3130,"summarize pertinent legal or insurance details, or sections of statutes or case law from reference books so that they can be used in examinations, or as proofs or ready reference."
3131,"summarize technical data to assist physicians to diagnose brain, sleep, or nervous system disorders."
3132,summarize test results and report to appropriate authorities.
3133,supervise and work with volunteers.
3134,"supervise staff, volunteers, practicum students, or interns."
3135,"supply guests or travelers with directions, travel information, and other information, such as available services and points of interest."
3136,"supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities."
3137,support the development of training materials and technical manuals.
3138,"synthesize analyses of test results, and use the results to prepare technical reports of findings and recommendations."
3139,synthesize current business intelligence or trend data to support recommendations for action.
3140,take beverage orders from serving staff or directly from patrons.
3141,"take dictation using shorthand, a stenotype machine, or headsets and transcribing machines."
3142,take food orders and relay orders to kitchens or serving counters so they can be filled.
3143,"take orders from customers and cook foods requiring short preparation times, according to customer requirements."
3144,"take pictures of individuals, families, and small groups, either in studio or on location."
3145,"teach and conduct research in colleges, universities, museums, and other research agencies and schools."
3146,teach and explain the rules and regulations governing a specific sport.
3147,teach and mentor undergraduate and graduate students in anthropology.
3148,teach archeology at colleges and universities.
3149,teach biomedical engineering or disseminate knowledge about the field through writing or consulting.
3150,teach classes and present self-help or information sessions on subjects related to education and career planning.
3151,teach classes in mental health topics such as stress reduction.
3152,teach classes or courses to students.
3153,"teach courses or seminars on topics such as budgeting, managing personal finances, or financial literacy."
3154,"teach courses or seminars related to exercise or diet for patients, athletes, or community groups."
3155,"teach fitness classes to improve strength, flexibility, cardiovascular conditioning, or general fitness of participants."
3156,teach instructors to use instructional technology or to integrate technology with teaching.
3157,teach or advise undergraduate or graduate students or supervise their research.
3158,teach or supervise students and perform research at universities and colleges.
3159,teach patient education programs that include information required to make informed health care and treatment decisions.
3160,teach patients how to deal constructively with their emotions.
3161,"teach personal development skills such as goal setting, independence, and self-advocacy."
3162,teach political science.
3163,"teach principles of medicine and medical and laboratory procedures to physicians, residents, students, and technicians."
3164,teach proper breathing techniques used during physical exertion.
3165,"teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement."
3166,teach students or other staff.
3167,"teach students personal development skills such as goal setting, independence, and self-advocacy."
3168,"teach students, dancers, and other performers about rhythm and interpretive movement."
3169,teach undergraduate level courses.
3170,teach writing classes.
3171,"teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders."
3172,"tell jokes, perform comic dances, songs and skits, impersonate mannerisms and voices of others, contort face, and use other devices to amuse audiences."
3173,"test and analyze samples to determine their content and characteristics, using laboratory apparatus or testing equipment."
3174,"test and analyze thermodynamic systems for renewable energy applications, such as solar or wind, to maximize energy production."
3175,test and charge batteries.
3176,test and treat water supply.
3177,"test and troubleshoot instruments, components, and assemblies, using circuit testers, oscilloscopes, or voltmeters."
3178,"test equipment performance, focus of lens system, diaphragm alignment, lens mounts, or film transport, using precision gauges."
3179,test fabrics in inconspicuous places to determine whether solvents will damage dyes or fabrics.
3180,"test gas, chemicals, and air during processing to assess factors such as purity and moisture content, and to detect quality problems or gas or chemical leaks."
3181,"test machines, components, materials, or products to determine characteristics such as performance, strength, or response to stress."
3182,"test metals to determine conformance to specifications of mechanical strength, strength-weight ratio, ductility, magnetic and electrical properties, and resistance to abrasion, corrosion, heat, and cold."
3183,test new and updated bioinformatics tools and software.
3184,"test new products for flavor, texture, color, nutritional content, and adherence to government and industry standards."
3185,"test or calibrate components or equipment, following manufacturers' manuals and troubleshooting techniques, using hand tools, power tools, or measuring devices."
3186,"test parts for hardness, using hardness testing equipment, or by examining and feeling samples."
3187,"test performance of electromechanical assemblies, using test instruments such as oscilloscopes, electronic voltmeters, or bridges."
3188,"test programs or databases, correct errors, and make necessary modifications."
3189,test software systems or applications for software enhancements or new products.
3190,"test soils or materials to determine the adequacy and strength of foundations, concrete, asphalt, or steel."
3191,test solutions used to process textile goods to detect variations from standards.
3192,test system modifications to prepare for implementation.
3193,test water sources for factors such as flow volume and contaminant presence.
3194,"test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems."
3195,"trace historical development in a particular field, such as social, cultural, political, or diplomatic history."
3196,"track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes."
3197,"track, compile, and analyze web site usage data."
3198,"track, measure, or report on aspects of market risk for traded issues."
3199,train and assist tutors and community literacy volunteers.
3200,train operations staff.
3201,train users and answer questions.
3202,transcribe data to worksheets and enter data into computer for use in preparing documents and adjusting accounts.
3203,"transcribe dictation for a variety of medical reports, such as patient histories, physical examinations, emergency room visits, operations, chart reviews, consultation, or discharge summaries."
3204,"transcribe ideas for musical compositions into musical notation, using instruments, pen and paper, or computers."
3205,transcribe medical reports.
3206,"transcribe musical compositions and melodic lines to adapt them to a particular group, or to create a particular musical style."
3207,transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.
3208,transcribe recorded proceedings in accordance with established formats.
3209,"transcribe, type, and distribute reports of diagnostic procedures for interpretation by physician."
3210,"transfer photographs to computers for editing, archiving, and electronic transmission."
3211,"translate data into numbers, equations, flow charts, graphs, or other forms."
3212,"translate electromechanical drawings into design specifications, applying principles of engineering, thermal or fluid sciences, mathematics, or statistics."
3213,translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.
3214,"translate messages simultaneously or consecutively into specified languages, orally or by using hand signs, maintaining message content, context, and style as much as possible."
3215,"translate nursing practice information between nurses and systems engineers, analysts, or designers using object-oriented models or other techniques."
3216,translate or request translation of reference materials.
3217,"transmit and receive messages, using telephones or telephone switchboards."
3218,transmit claims for payment or further investigation.
3219,"transmit information or documents to customers, using computer, mail, or facsimile machine."
3220,transpose music from one voice or instrument to another to accommodate particular musicians.
3221,"transpose music to alternate keys, or to fit individual styles or purposes."
3222,"treat children who have minor illnesses, acute and chronic health problems, and growth and development concerns."
3223,treat diseases of female organs.
3224,"treat minor cuts, abrasions, or contusions."
3225,treat patients for routine physical health problems.
3226,treat patients' symptoms with alternative health care methods such as herbs and hydrotherapy.
3227,"treat scalp conditions and hair loss, using specialized lotions, shampoos, or equipment such as infrared lamps or vibrating equipment."
3228,treat wounds or superficial lacerations.
3229,"troubleshoot equipment, electrical components, hydraulics, or other mechanical systems."
3230,"troubleshoot microprocessors or electronic instruments, equipment, or systems, using electronic test equipment such as logic analyzers."
3231,troubleshoot network or connectivity problems for users or user groups.
3232,"troubleshoot problems involving office equipment, such as computer hardware and software."
3233,troubleshoot problems with chemical manufacturing processes.
3234,"troubleshoot problems with equipment, devices, or products."
3235,"troubleshoot robotic systems, using knowledge of microprocessors, programmable controllers, electronics, circuit analysis, mechanics, sensor or feedback systems, hydraulics, or pneumatics."
3236,"troubleshoot, maintain, and make minor repairs to equipment."
3237,"tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according to specifications, manuals, and drawings."
3238,turn or stir foods to ensure even cooking.
3239,tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.
3240,"type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation or previous versions, using a computer, word processor, or typewriter."
3241,"type, file, and duplicate materials."
3242,update and maintain content posted on the web.
3243,update automated test scripts to ensure currency.
3244,"update operational records or licensing information, using computer terminals."
3245,"use computer skills and software to manage web sites or databases, publish newsletters, or provide webinars."
3246,use computer software to generate new images.
3247,"use computer-aided design (cad) software to prepare or evaluate network diagrams, floor plans, or site configurations for existing facilities, renovations, or new systems."
